Razao_Social;UF;REGISTRO_ANS;CNPJ;Modalidade;Trimestre;Ano;Total_Despesas;Media_Trimestral
UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI ;PR;308811;80525652000189;Cooperativa Médica;3;2025;158301075.87;2512715.49
UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO;SP;385620;48717516000188;Cooperativa Médica;2;2025;157978975.8;2225055.997183099
UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO;MT;370975;70523899000102;Cooperativa Médica;2;2025;157881328.18;2321784.2379411766
PLANO DE SAUDE ASES LTDA.;RJ;411582;3638220000133;Medicina de Grupo;2;2025;157872057.26;3095530.5345098036
UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA.;RJ;321087;368318000120;Cooperativa Médica;2;2025;157301157.18;2967946.361886793
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU;SP;406945;147571000153;Autogestão;2;2025;157280466.51999998;4493727.614857142
UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA;GO;305472;33546979000157;Cooperativa Médica;1;2025;156079411.8;1445179.738888889
UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO;MS;342386;3980208000102;Cooperativa Médica;2;2025;156072664.93;1903325.1820731708
AMAZÔNIA PLANOS DE SAÚDE LTDA;PA;419052;16926969000128;Medicina de Grupo;2;2025;155924916.04;5197497.201333333
UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.;MG;355593;41687179000184;Cooperativa Médica;2;2025;155700144.88;2595002.4146666666
INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM;RS;419427;92827666000136;Autogestão;2;2025;155227817.3;3980200.4435897437
UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO;SP;318388;74521188000150;Cooperativa Médica;1;2025;155109749.55;1782870.6844827589
SF SISTEMAS DE SAÚDE LTDA;SP;422371;2753398000162;Medicina de Grupo;3;2025;154981769.97;343640.2881818182
UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO;SP;363286;45171402000197;Cooperativa Médica;2;2025;154880590.4;2092980.9513513513
ASSOCIAÇÃO SAÚDE SÃO JOSÉ;SC;418919;11867361000156;Medicina de Grupo;2;2025;154621801.56;2973496.183846154
POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA;PR;351270;2896924000143;Medicina de Grupo;3;2025;154396881.32;4063075.824210526
UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO;PR;358096;81064511000179;Cooperativa Médica;1;2025;154352065.16;2530361.723934426
UNIMED OESTE DO PARANA - COOPERATIVA DE TRABALHO MEDICO;PR;305227;78420783000150;Cooperativa Médica;1;2025;153918063.53;1479981.3800961538
AMHE MED ASSISTENCIA A SAUDE LTDA - EPP;SP;421731;29174910000172;Medicina de Grupo;2;2025;153598086.55;5688818.020370371
UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA;MG;371564;2248344000140;Cooperativa Médica;3;2025;153549515.27;1358845.2678761063
UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO;PA;362140;10219897000100;Cooperativa Médica;1;2025;153482347.77;6395097.82375
UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO;MG;348261;42889436000123;Cooperativa Médica;2;2025;152931619.75;1662300.214673913
FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL;RS;420701;25063964000100;Autogestão;3;2025;152568401.68;5260979.368275862
BRASILDENTAL OPERADORA DE PLANOS ODONTOLÓGICOS S.A.;SP;419419;19962272000109;Odontologia de Grupo;3;2025;152565640.21;6934801.827727273
ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;SC;417297;11593821000103;Autogestão;1;2025;152040885.45;2715015.8116071424
ASSOCIAÇÃO SÃO LUIZ SAÚDE;SP;421006;27067508000163;Medicina de Grupo;2;2025;151921108.45000002;4603669.953030303
AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA;MG;325465;20946877000187;Medicina de Grupo;3;2025;151079048.42000002;3284327.139565218
AMEP FREGUESIA OPERADORA DE PLANO DE SAUDE LTDA;RJ;413330;4257073000114;Medicina de Grupo;3;2025;150863017.33;4077378.8467567572
UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.;MG;352314;66191263000133;Cooperativa Médica;1;2025;150726425.56;2216565.081764706
UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO;SP;347108;71925531000133;Cooperativa Médica;2;2025;150513399.31;3344742.206888889
UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO;MG;354996;42946061000196;Cooperativa Médica;3;2025;150480981.34;2090013.6297222222
AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL;MG;368920;20320487000105;Autogestão;1;2025;150281909.87;3415497.951590909
ASSOCIAÇÃO PADRE ALBINO SAÚDE;SP;420158;23869306000184;Medicina de Grupo;1;2025;149473338.31;4821720.590645161
UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA;MG;386901;42936518000181;Cooperativa Médica;3;2025;149454952.55;2668838.4383928576
UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;RS;350648;89640452000141;Cooperativa Médica;3;2025;149260712.4;1820252.5902439025
OPERADORA UNICENTRAL DE PLANOS DE SAÚDE LTDA.;SP;318477;2888465000156;Medicina de Grupo;1;2025;148815840.71;3720396.01775
ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA;BA;335754;14799035000147;Autogestão;1;2025;148677215.27;5309900.5453571435
IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO;SP;333808;52852100000140;Filantropia;2;2025;148018471.76;4000499.2367567564
FUNDAÇÃO FIAT SAÚDE E BEM ESTAR;MG;418285;12838821000180;Autogestão;3;2025;147921335.07999998;7396066.753999999
UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO;SP;304123;50368034000101;Cooperativa Médica;2;2025;147896770.26;2025983.1542465752
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO;GO;363855;37382009000114;Autogestão;1;2025;147523324.99;5900932.999600001
SISTEMAS E PLANOS DE SAÚDE LTDA.;SP;352586;2852017000100;Medicina de Grupo;1;2025;147440220.75;5460748.916666667
UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO;RJ;330566;68709211000131;Cooperativa Médica;1;2025;147404331.06;2339751.2866666666
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO;SP;347655;56384183000140;Filantropia;1;2025;147176649.88;2628154.4621428573
UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO;SP;415014;6091170000105;Cooperativa Médica;1;2025;147110319.16;1794028.2824390244
ASSOCIAÇÃO SANTA CASA SAÚDE DE ARAÇATUBA;SP;418803;16665579000141;Medicina de Grupo;1;2025;146694944.12;862911.436
SAMI ASSISTÊNCIA MÉDICA LTDA;SP;422398;36567721000125;Medicina de Grupo;1;2025;145797949.07;5399924.03962963
UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO;SP;354619;96182068000108;Cooperativa Médica;3;2025;145743045.91;3100915.8704255316
FUNDACAO CAPITAL PREVIDENCIA E SAUDE - CAPITAL PREV;ES;329665;580481000151;Autogestão;3;2025;145585489.87;3097563.6142553193
UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO;PR;358282;80297161000128;Cooperativa Médica;2;2025;145486083.71;1691698.6477906979
UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO;SP;303844;2687852000124;Cooperativa Médica;2;2025;144965669.20999998;1789699.619876543
SAÚDE SANTA TEREZA LTDA.;SP;414930;5029064000139;Medicina de Grupo;1;2025;144927239.92;3813874.7347368416
CENTRO HOSPITALAR ATIBAIA LTDA.;SP;350699;950062000164;Medicina de Grupo;1;2025;144648038.76;6027001.614999999
DENTAL UNI - COOPERATIVA ODONTOLÓGICA;PR;304484;78738101000151;Cooperativa odontológica;2;2025;144049606.81;6859505.086190476
ANAFE SAUDE;GO;423319;45981176000100;Autogestão;2;2025;143591302.05;4102608.6300000004
UNIMED DE CATALÃO COOPERATIVA DE TRABALHO MÉDICO;GO;324566;1193663000132;Cooperativa Médica;1;2025;143328963.61;2107778.8766176472
UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO;MG;335517;65276354000109;Cooperativa Médica;1;2025;143133103.71;3407931.040714286
UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA.;MG;304344;42940528000190;Cooperativa Médica;1;2025;143130010.75;1664302.4505813953
LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.;SP;364592;2127779000136;Medicina de Grupo;2;2025;143084603.25;317260.7610864745
UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO;MG;324175;71064539000152;Cooperativa Médica;3;2025;142638646.25;2128935.018656716
ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI;RJ;382540;31240963000196;Medicina de Grupo;1;2025;141754986.87;6163260.298695653
SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.;SP;421154;28633372000174;Medicina de Grupo;2;2025;141502500.95000002;5053660.748214287
SANTA CASA DE MAUÁ SAÚDE;SP;421197;8225953000160;Medicina de Grupo;1;2025;141395294.16;313515.0646563193
ASSOCIAÇÃO FCA SAÚDE;MG;422053;33922160000147;Autogestão;3;2025;141154246.05;5646169.842
UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO;SP;366340;59499251000105;Cooperativa Médica;2;2025;140797850.62;1513955.3830107527
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES;ES;343331;28502128000172;Autogestão;1;2025;140132211.94;4003777.4839999997
UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO;SP;329886;72783970000111;Cooperativa Médica;1;2025;140060759.16;1795650.7584615385
CAIXA DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS DO ESTADO DO MATO GROSSO DO SUL;MS;421341;4574626000162;Autogestão;1;2025;139829876.5;3107330.5888888887
CAIXA DE ASSISTÊNCIA SISTEMA SAÚDE INTEGRAL-SSI SAUDE;RS;320820;668790000188;Autogestão;2;2025;139623956.0;4503998.580645162
ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE;PR;416584;8883265000197;Autogestão;2;2025;139234837.24;3570124.031794872
PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A;MG;305626;22666341000133;Medicina de Grupo;3;2025;138907711.89000002;2240446.9659677423
CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS;CE;359122;63367700000139;Autogestão;1;2025;138572484.70000002;6928624.235000001
UNITY SERVIÇOS INTEGRADOS DE SAÚDE LTDA.;DF;423335;46426569000114;Medicina de Grupo;2;2025;137750467.58;4051484.3405882358
UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO;SP;311944;262338000111;Cooperativa Médica;3;2025;137547193.99;1322569.1729807693
UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO;MG;323926;25329079000120;Cooperativa Médica;1;2025;137118639.65;1318448.458173077
UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO;SP;314781;68204486000113;Cooperativa Médica;3;2025;136769745.57;1486627.6692391303
UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO;SP;361941;6037000127;Cooperativa Médica;1;2025;136303892.25;1703798.653125
PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A;SP;374440;56269913000162;Odontologia de Grupo;3;2025;136184162.98000002;7565786.832222223
CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO;RJ;418820;27085968000114;Autogestão;2;2025;136135056.63;4125304.746363636
MAIS SAUDE S/A;ES;419516;19691730000104;Medicina de Grupo;3;2025;135752137.47;4379101.208709678
UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA.;MG;331651;25910449000118;Cooperativa Médica;1;2025;134791901.05;1604665.4886904764
UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.;RS;357022;87638334000173;Cooperativa Médica;1;2025;134761816.45;1604307.338690476
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS;MG;333875;23278898000160;Filantropia;2;2025;134719242.23000002;3061800.959772728
UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;RS;352179;87689527000153;Cooperativa Médica;1;2025;134661261.6;1320208.4470588234
UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;RS;335541;92128610000193;Cooperativa Médica;1;2025;134651338.79;1602992.128452381
METLIFE PLANOS ODONTOLÓGICOS LTDA.;SP;406481;3273825000178;Odontologia de Grupo;1;2025;133736061.04;5572335.876666667
ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS;SP;419958;20961779000119;Medicina de Grupo;3;2025;133666403.8;296377.8354767184
IRMANDADE DE MISERICORDIA DE PORTO FERREIRA;SP;329355;55189930000127;Filantropia;2;2025;133395897.27;4940588.787777778
ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.;AL;395480;37135365000133;Medicina de Grupo;1;2025;133259929.48;5125381.903076923
UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO ;MG;354325;20909271000171;Cooperativa Médica;1;2025;133087913.56;1928810.3414492754
BIO SAÚDE SERVIÇOS MÉDICOS LTDA;SP;402966;3123146000112;Medicina de Grupo;2;2025;132934403.12;3909835.385882353
UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO;SP;334154;48721401000167;Cooperativa Médica;1;2025;132593091.34;1381178.0347916668
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS);SP;408794;72918287000144;Autogestão;3;2025;132436026.97;3678778.5269444445
UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO;MG;327352;66453168000160;Cooperativa Médica;2;2025;131232295.64;1988368.1157575757
GARANTIA DE SAÚDE LTDA;SP;343064;45572583000163;Medicina de Grupo;1;2025;131109978.86;4521033.753793104
UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;SP;325031;67417519000140;Cooperativa Médica;1;2025;130768069.27;1743574.2569333334
UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS;SP;354279;71695746000105;Cooperativa Médica;1;2025;130712304.36;1256849.0803846153
GS PLANO GLOBAL DE SAÚDE LTDA;RJ;413160;4165719000133;Medicina de Grupo;2;2025;130055489.96;3096559.2847619047
SOCIEDADE BENEFICENTE DEZOITO DE JULHO;MG;413721;16608812000154;Medicina de Grupo;3;2025;130035307.27;5653709.01173913
ASSISTÊNCIA MÉDICA SÃO MIGUEL LTDA;SP;325236;66854779000110;Medicina de Grupo;1;2025;129403393.59;286925.48467849224
UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA;MG;315648;64327059000171;Cooperativa Médica;2;2025;128230245.12;1295255.0012121212
UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA;MG;317896;71499792000139;Cooperativa Médica;2;2025;128127316.3;2247847.654385965
SBC SAÚDE LTDA.;SP;412058;3977587000181;Medicina de Grupo;3;2025;128112384.33;4003512.0103125
UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO;SC;372561;381694000154;Cooperativa Médica;1;2025;128065115.41;1123378.2053508773
OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA;MS;419699;20918393000124;Medicina de Grupo;2;2025;128064872.42;3283714.6774358973
UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO;SP;365530;56762172000157;Cooperativa Médica;2;2025;126441883.24;1561010.9041975308
ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP;PB;330281;9306242000182;Autogestão;2;2025;126263236.44;6313161.822
ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ESTADO DE GOIÁS;GO;306754;299149000113;Autogestão;2;2025;126185319.81;7010295.545
OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A;SP;416738;8708980000193;Medicina de Grupo;1;2025;126081950.95;3602341.455714286
ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA;BA;343129;13100755000100;Autogestão;3;2025;125831363.95;3226445.22948718
VIVACOM PLANOS DE SAÚDE;GO;361461;37880952000157;Autogestão;1;2025;125732672.12;2328382.817037037
SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA;SP;330116;72957814000120;Filantropia;2;2025;124475674.6;3111891.8649999998
ÚNICA ASSISTENCIA MEDICA LTDA ;SP;421944;33379144000150;Medicina de Grupo;2;2025;124393823.15;5923515.388095238
FILOSANITAS SAUDE LTDA;SP;410888;3637776000105;Medicina de Grupo;3;2025;124315091.99;4143836.3996666665
UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA.;RJ;323357;27626696000112;Cooperativa Médica;1;2025;124183907.05;2217569.76875
MAIS SAÚDE PLANO DE SAÚDE LTDA;GO;415065;395266000180;Medicina de Grupo;2;2025;124155617.94;13795068.66
UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO;GO;343765;342481000113;Cooperativa Médica;3;2025;123823356.28999999;2691812.0932608694
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANEB;BA;315583;15215452000168;Autogestão;3;2025;123696948.67999999;3865529.6462499998
IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI;SP;321320;72127210000156;Filantropia;3;2025;123570767.86999999;5148781.994583333
NOVA SAÚDE OPERADORA INTEGRADA DE SAÚDE LTDA;RJ;423661;50876139000171;Medicina de Grupo;1;2025;123494573.98;6860809.665555555
CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO;PE;302627;35617257000171;Autogestão;2;2025;122868593.63;2996794.9665853656
UNIMED MEIO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO;SC;301744;1356020000162;Cooperativa Médica;1;2025;121755594.78;1295272.284893617
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;SP;410128;71559272000174;Autogestão;2;2025;121601931.98;3684907.02969697
PLAMER PLANO MEDICO RESENDE LTDA;RJ;324299;68682715000105;Medicina de Grupo;3;2025;121187165.25;265761.3273026316
UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO;MG;314587;66343534000129;Cooperativa Médica;2;2025;121084329.36;1705413.0895774649
UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO ;GO;357715;37898335000189;Cooperativa Médica;2;2025;121079253.92999999;1862757.7527692306
PB ASSISTENCIA MEDICA EU LTDA;BA;422584;38272479000198;Medicina de Grupo;3;2025;121016454.91;4033881.830333333
UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO;SC;340251;80653975000158;Cooperativa Médica;1;2025;120963256.7;1344036.1855555556
UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO;RJ;320897;39210844000100;Cooperativa Médica;1;2025;120585682.53;1773318.8607352942
CAIXA DE ASSISTÊNCIA À SAUDE DOS EMPREGADOS DA CODEVASF - CASEC;DF;412295;3702977000149;Autogestão;1;2025;120474326.95;3886268.6112903226
UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO;SP;309524;67577171000159;Cooperativa Médica;3;2025;120196622.71000001;2403932.4542
UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÉDICO;SP;314242;840048000108;Cooperativa Médica;2;2025;119881307.05;2350613.86372549
PARANA ASSISTENCIA MEDICA LTDA;PR;315265;82353079000107;Medicina de Grupo;1;2025;119564880.31;1732824.3523188406
UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO;MG;362573;25686544000180;Cooperativa Médica;2;2025;119046870.74;1451791.1065853657
CONFERÊNCIA SÃO JOSÉ DO AVAÍ;RJ;321931;29640612000120;Filantropia;2;2025;118757732.59;3045070.0664102565
UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO;MG;364070;64388812000139;Cooperativa Médica;3;2025;118608063.14;1482600.78925
UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO;MG;353876;730439000170;Cooperativa Médica;2;2025;118538680.19;1481733.502375
TRINO - ALIANCA FILANTRÓPICA DE ASSISTÊNCIA E INTEGRAÇÃO PARA O DESENVOLVIMENTO DA SAUDE;ES;422827;37020290000145;Medicina de Grupo;3;2025;118107787.52000001;4218135.268571429
FUNDAÇÃO DE SAÚDE ITAIGUAPY;PR;311359;304148000110;Medicina de Grupo;1;2025;117962652.06;3024683.386153846
ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS;MG;416690;7781345000179;Autogestão;1;2025;117709865.8;3097628.0473684208
UNIMED VALE DO CORUMBÁ COOPERATIVA DE TRABALHO MEDICO;GO;302228;747041000146;Cooperativa Médica;3;2025;117666586.99;2451387.2289583334
UNIMED GURUPI COOPERATIVA DE TRABALHO MÉDICO;TO;301124;1476619000130;Cooperativa Médica;2;2025;117659648.03;1265157.5056989247
INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA;SP;312282;62476676000103;Medicina de Grupo;2;2025;117339846.8;2607552.151111111
UNIMED SAÚDE E ODONTO S.A;SP;416801;10414182000109;Medicina de Grupo;1;2025;117232909.37;4042514.1162068965
UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA;MG;309087;25810946000144;Cooperativa Médica;1;2025;117092739.67;1858614.9153968254
UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO;SP;351776;45467404000128;Cooperativa Médica;3;2025;116858856.94;292147.14235
UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO;SP;328308;552181000169;Cooperativa Médica;2;2025;116492001.39;1574216.235
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE;SE;335789;13086566000120;Autogestão;3;2025;116468730.34;3757055.817419355
ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ;PR;418617;12049486000131;Autogestão;2;2025;116415084.56;3880502.8186666667
ADVANCE PLANOS DE SAÚDE LTDA;SP;335657;2041808000142;Medicina de Grupo;3;2025;116375894.88;5059821.516521739
UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA;MG;347736;26368613000170;Cooperativa Médica;2;2025;116331906.66;2154294.5677777776
ATÍVIA SERVIÇOS DE SAÚDE S/A;SP;320510;69289171000189;Medicina de Grupo;3;2025;116296949.48;2643112.4881818183
UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO;MG;322831;23802218000165;Cooperativa Médica;1;2025;115942642.15;1525561.0809210527
UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .;PR;365777;81710865000143;Cooperativa Médica;1;2025;115794272.53;1484541.9555128205
UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA;MG;368148;25971433000115;Cooperativa Médica;1;2025;115375374.9;2622167.6113636363
FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA;SC;415626;7270625000112;Cooperativa odontológica;3;2025;115274431.2;4433631.969230769
ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC;SE;384704;13170410000122;Autogestão;3;2025;115075319.60000001;4262048.874074074
UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.;MG;359033;42855999000109;Cooperativa Médica;2;2025;114143629.74000001;1542481.482972973
UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS;SP;414573;3230123000107;Cooperativa Médica;1;2025;113801421.65;4947887.897826088
UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO;PI;316458;41511429000120;Cooperativa Médica;3;2025;113737460.72999999;2916345.146923077
UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;RS;328375;92316124000107;Cooperativa Médica;3;2025;113717306.36;1805036.608888889
UNIX SAÚDE S.A;BA;418137;11076382000153;Medicina de Grupo;3;2025;113133351.34;2900855.1625641026
UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO;SP;355577;45207131000182;Cooperativa Médica;1;2025;113048116.66;2457567.7534782607
FUNDACAO LEONOR DE BARROS CAMARGO;SP;410292;60499365000134;Filantropia;1;2025;112341922.67;3623932.9893548386
UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO;RJ;337498;946953000147;Cooperativa Médica;1;2025;111017310.04;1850288.5006666668
UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA;MG;315494;41905498000119;Cooperativa Médica;2;2025;110727270.45;1581818.1492857144
UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO;PR;366064;78953023000108;Cooperativa Médica;1;2025;110471170.02;1492853.6489189188
ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO;RJ;387185;34011288000111;Autogestão;3;2025;110390326.35;6899395.396875
SV SAUDE ADMINSTRADORES DE PLANO DE SAUDE LTDA;RJ;412252;4002216000147;Medicina de Grupo;3;2025;110324716.11;3447647.3784375
UNIMED COSTA VERDE RJ;RJ;311146;36540979000138;Cooperativa Médica;1;2025;110255199.07000001;1837586.6511666668
ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI;SP;420786;24807514000111;Medicina de Grupo;3;2025;109993430.43;3142669.440857143
CAIXA ASSISTENCIAL UNIVERSITÁRIA DO RIO GRANDE DO NORTE;RN;314251;2172353000102;Autogestão;1;2025;109814486.02;3327711.6975757573
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA;SP;410110;34259000153;Autogestão;3;2025;109758221.21;3919936.471785714
UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA;MG;371564;2248344000140;Cooperativa Médica;2;2025;108674947.54;1015653.7153271028
FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO;MG;323942;26150979000178;Filantropia;2;2025;108507388.14;2170147.7628
HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA;PI;416398;885918000165;Medicina de Grupo;1;2025;107877012.84;3082200.366857143
